,__id_left,__id_right,match_score,match_rank,course,g_course,city,g_city,state,g_state,country,g_country
3367,176_left,2418_right,1.0520757848664988,1,Greenwich Country Club,Greenwich Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
3368,176_left,2422_right,0.34900172020436915,2,Greenwich Country Club,Tamarack Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
3369,176_left,2417_right,0.34784298332906205,3,Greenwich Country Club,Fairview Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
3370,176_left,2416_right,0.22675666226618466,4,Greenwich Country Club,Burning Tree Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
3371,177_left,10618_right,0.33418403100136873,1,Revere Golf Club,Royal Links Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3372,177_left,10619_right,0.33317218792738557,2,Revere Golf Club,Siena Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3373,177_left,10626_right,0.329875360655004,3,Revere Golf Club,The Legacy Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3374,177_left,10601_right,0.3067513232566433,4,Revere Golf Club,Desert Pines Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3375,177_left,10620_right,0.28743059956093314,5,Revere Golf Club,Southern Highlands Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3388,178_left,11594_right,0.31336432378849743,1,Kissena Park,Kissena Park Golf Course,New York,Flushing,New York,New York,US,US
3389,179_left,221_right,0.5762543010411247,1,Grand National - Lake Course,RTJ Golf Trail at Grand National - Lake,Opelika,Opelika,Alabama,Alabama,US,US
3390,179_left,233_right,0.5762543010411247,2,Grand National - Lake Course,RTJ Golf Trail at Grand National - Lake,Opelika,Opelika,Alabama,Alabama,US,US
3391,179_left,72_right,-0.3853407534315293,3,Grand National - Lake Course,Cross Creek Golf Course,Opelika,Cullman,Alabama,Alabama,US,US
3392,179_left,1_right,-0.4279030928660029,4,Grand National - Lake Course,Big Spring Lake Golf,Opelika,Albertville,Alabama,Alabama,US,US
3393,179_left,179_right,-0.43184633628031316,5,Grand National - Lake Course,Colonial Golf Course,Opelika,Meridianville,Alabama,Alabama,US,US
3476,180_left,222_right,0.5832598094226558,1,Grand National - Links Course,RTJ Golf Trail at Grand National - Links,Opelika,Opelika,Alabama,Alabama,US,US
3477,180_left,234_right,0.5832598094226558,2,Grand National - Links Course,RTJ Golf Trail at Grand National - Links,Opelika,Opelika,Alabama,Alabama,US,US
3478,180_left,166_right,-0.17235526809765023,3,Grand National - Links Course,Jackson Links Golf Course,Opelika,Jackson,Alabama,Alabama,US,US
3479,180_left,112_right,-0.21220181523935247,4,Grand National - Links Course,Gulf Links Golf Course,Opelika,Foley,Alabama,Alabama,US,US
3480,180_left,72_right,-0.3882209069518551,5,Grand National - Links Course,Cross Creek Golf Course,Opelika,Cullman,Alabama,Alabama,US,US
3563,181_left,254_right,0.7414596577171887,1,Capitol Hill - Senator Course,RTJ Golf Trail at Capitol Hill - Senator,Prattville,Prattville,Alabama,Alabama,US,US
3564,181_left,14_right,-0.34784264300617956,2,Capitol Hill - Senator Course,The Hill Municipal Golf Course,Prattville,Anniston,Alabama,Alabama,US,US
3565,181_left,201_right,-0.42163949867410483,3,Capitol Hill - Senator Course,Spring Hill College Golf Course,Prattville,Mobile,Alabama,Alabama,US,US
3566,181_left,13_right,-0.454617012367856,4,Capitol Hill - Senator Course,Pine Hill Country Club,Prattville,Anniston,Alabama,Alabama,US,US
3567,181_left,72_right,-0.515967946128962,5,Capitol Hill - Senator Course,Cross Creek Golf Course,Prattville,Cullman,Alabama,Alabama,US,US
3650,182_left,156_right,0.08019651812026714,1,Ross Bridge,RTJ Golf Trail at Ross Bridge,Birmingham,Hoover,Alabama,Alabama,US,US
3651,182_left,53_right,-0.09243205172023612,2,Ross Bridge,Westside Golf,Birmingham,Birmingham,Alabama,Alabama,US,US
3652,182_left,43_right,-0.10310708173650676,3,Ross Bridge,Inverness Country Club,Birmingham,Birmingham,Alabama,Alabama,US,US
3653,182_left,44_right,-0.11208530470968538,4,Ross Bridge,Mountain Brook Club,Birmingham,Birmingham,Alabama,Alabama,US,US
3654,182_left,46_right,-0.11637174869224134,5,Ross Bridge,Riverchase Country Club,Birmingham,Birmingham,Alabama,Alabama,US,US
3704,183_left,48_right,0.5903411956848134,1,Oxmoor Valley - Ridge Course,RTJ Golf Trail at Oxmoor Valley - Ridge,Birmingham,Birmingham,Alabama,Alabama,US,US
3705,183_left,50_right,0.3575388325910455,2,Oxmoor Valley - Ridge Course,RTJ Golf Trail at Oxmoor Valley - Valley,Birmingham,Birmingham,Alabama,Alabama,US,US
3706,183_left,49_right,0.2467862213509438,3,Oxmoor Valley - Ridge Course,RTJ Golf Trail at Oxmoor Valley - Short,Birmingham,Birmingham,Alabama,Alabama,US,US
3707,183_left,38_right,-0.013043051028898224,4,Oxmoor Valley - Ridge Course,Grayson Valley Country Club,Birmingham,Birmingham,Alabama,Alabama,US,US
3708,183_left,42_right,-0.06699038085613548,5,Oxmoor Valley - Ridge Course,Highland Park Golf Course,Birmingham,Birmingham,Alabama,Alabama,US,US
3790,184_left,199_right,0.5143094353024636,1,Magnolia Grove,RTJ Golf Trail at Magnolia Grove - Falls,Mobile,Mobile,Alabama,Alabama,US,US
3791,184_left,200_right,0.5085246329677369,2,Magnolia Grove,RTJ Golf Trail at Magnolia Grove - Short,Mobile,Mobile,Alabama,Alabama,US,US
3792,184_left,198_right,0.48596817931357467,3,Magnolia Grove,RTJ Golf Trail at Magnolia Grove - Crossings,Mobile,Mobile,Alabama,Alabama,US,US
3793,185_left,12129_right,0.26913987386609123,1,La Tourette,La Tourette Golf Course,New York,Staten Island,New York,New York,US,US
3794,186_left,11397_right,0.35551658630463495,1,Split Rock,Split Rock Golf Course,New York,Bronx,New York,New York,US,US
3795,187_left,10627_right,0.17139744160452514,1,Cascata,The Summit Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3796,187_left,10618_right,0.16371603001302729,2,Cascata,Royal Links Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3797,187_left,10619_right,0.16270418693904412,3,Cascata,Siena Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3798,187_left,10626_right,0.15940735966666256,4,Cascata,The Legacy Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3799,187_left,10601_right,0.13628332226830187,5,Cascata,Desert Pines Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3834,188_left,3682_right,0.580829867475216,1,Sawgrass,Sawgrass Country Club - South/South,Ponte Vedra,Ponte Vedra Beach,Florida,Florida,US,US
3835,188_left,3683_right,0.4988859628784898,2,Sawgrass,Sawgrass Country Club - West/South,Ponte Vedra,Ponte Vedra Beach,Florida,Florida,US,US
3836,188_left,3681_right,0.49435808902425743,3,Sawgrass,Sawgrass Country Club - South/East,Ponte Vedra,Ponte Vedra Beach,Florida,Florida,US,US
3837,188_left,3680_right,0.4941855424913269,4,Sawgrass,Sawgrass Country Club - East/West,Ponte Vedra,Ponte Vedra Beach,Florida,Florida,US,US
3838,188_left,3687_right,0.4781104822273552,5,Sawgrass,TPC at Sawgrass - Valley,Ponte Vedra,Ponte Vedra Beach,Florida,Florida,US,US
3840,189_left,23938_right,-0.03870968781946631,1,El Manglar,El Tinto Golf Course,Cancun,Cancun,,Quintana Roo,MX,MX
3841,189_left,23828_right,-0.4000283887401349,2,El Manglar,El Cielo Country Club,Cancun,Guadalajara,,Jalisco,MX,MX
3842,189_left,23788_right,-0.416840243613099,3,El Manglar,El Corazon Golf Club,Cancun,Manzanillo,,Colima,MX,MX
3843,189_left,23944_right,-0.4545924823044109,4,El Manglar,Puerto Cancun Golf Course,Cancun,Cancun,,Quintana Roo,MX,MX
3844,189_left,23939_right,-0.45594830530371994,5,El Manglar,Iberostar Cancun Golf Club,Cancun,Cancun,,Quintana Roo,MX,MX
3975,190_left,4708_right,0.29128687590129293,1,Wailea Old Blue,Wailea Golf Club - Blue,Maui,Wailea,Hawaii,Hawaii,US,US
3976,191_left,4681_right,0.2764697995919404,1,Poipu Bay,Poipu Bay Resort Golf Course,Kauai,Koloa,Hawaii,Hawaii,US,US
3977,192_left,22709_right,0.9988860266670495,1,Club de Golf de I'lle de Montreal,Club de Golf de L'ile de Montreal - I'lrlande,Montreal,Montreal,Quebec,Quebec,CA,CA
3978,193_left,11984_right,1.0251776637083,1,Pound Ridge,Pound Ridge Golf Club,Pound Ridge,Pound Ridge,New York,New York,US,US
3979,194_left,3319_right,0.7409683423613644,1,Normandy Shores,Normandy Shores Golf Course,Miami,Miami Beach,Florida,Florida,US,US
3980,195_left,10196_right,0.6512549248215098,1,Cottonwood Hills,Cottonwood Hills Golf Course - Executive,Bozeman,Bozeman,Montana,Montana,US,US
3981,195_left,10195_right,0.6508764331256057,2,Cottonwood Hills,Cottonwood Hills Golf Course - Championship,Bozeman,Bozeman,Montana,Montana,US,US
3982,196_left,10639_right,0.8158116390234212,1,Wolf Creek,Wolf Creek Golf Course,Mesquite,Mesquite,Nevada,Nevada,US,US
3983,197_left,11398_right,0.5060445394872878,1,Trump Ferry Point,Trump Golf Links Ferry Point,New York,Bronx,New York,New York,US,US
3984,198_left,11396_right,0.3073256351883324,1,Pelham Bay,Pelham Bay Golf Course,New York,Bronx,New York,New York,US,US
3985,199_left,12074_right,1.0273675927926567,1,Saxon Woods,Saxon Woods Golf Course,Scarsdale,Scarsdale,New York,New York,US,US
3986,199_left,12075_right,0.6901579749645627,2,Saxon Woods,Saxon Woods Golf Course - Summer Hole 2,Scarsdale,Scarsdale,New York,New York,US,US
3987,200_left,11399_right,0.5718430706308271,1,Van Cortlandt Park,Van Cortlandt Park Golf Course,New York,Bronx,New York,New York,US,US
3988,201_left,17273_right,1.1575003287451977,1,Mount Snow,Mount Snow Golf Club,West Dover,West Dover,Vermont,Vermont,US,US
3989,202_left,15832_right,-0.1406225267765256,1,The Grove,The Grove,Hertfordshire,College Grove,England,Tennessee,UK,US
3990,202_left,5233_right,-0.1909455815508269,2,The Grove,The Grove Country Club,Hertfordshire,Long Grove,England,Illinois,UK,US
3991,202_left,25656_right,-0.22527009797296835,3,The Grove,The Grove,Hertfordshire,Chandler's Cross,England,Hertfordshire,UK,UK
3992,202_left,7168_right,-0.23169139814303813,4,The Grove,The Grove Golf Retreat,Hertfordshire,Minden,England,Louisiana,UK,US
3993,202_left,7180_right,-0.23169139814303813,5,The Grove,The Grove Golf Retreat,Hertfordshire,Minden,England,Louisiana,UK,US
4194,203_left,24444_right,0.04269485496523114,1,Rondebosch Golf Club,Westlake Golf Club,Cape Town,Cape Town,,Western Cape,SA,ZA
4195,203_left,24441_right,0.01939585482069718,2,Rondebosch Golf Club,Skills Golf Club,Cape Town,Cape Town,,Western Cape,SA,ZA
4196,203_left,24436_right,0.009361521631897808,3,Rondebosch Golf Club,Durbanville Golf Club,Cape Town,Cape Town,,Western Cape,SA,ZA
4197,203_left,24438_right,0.009361521631897808,4,Rondebosch Golf Club,Mupine Golf Club,Cape Town,Cape Town,,Western Cape,SA,ZA
4198,203_left,24437_right,-0.2352172267084094,5,Rondebosch Golf Club,King David Mowbray Golf Club,Cape Town,Cape Town,,Western Cape,SA,ZA
4199,204_left,23714_right,0.09183277927132037,1,Belle Mare Plage,Belle Mare Plage Resort - Links Course,Belle Mare,Poste De Flacq,,Flacq,MU,MU
4200,204_left,23713_right,0.04245818524083722,2,Belle Mare Plage,Belle Mare Plage Resort - Legend Course,Belle Mare,Poste De Flacq,,Flacq,MU,MU
4201,205_left,23712_right,-0.6774805478859778,1,Four Season - Mauritius al Anahita,Anahita Golf Club,Beau Champ,Grand River South East,,Flacq,MU,MU
4202,205_left,14575_right,-0.7853525576755136,2,Four Season - Mauritius al Anahita,Four Seasons Golf Club,Beau Champ,Exeter,,Pennsylvania,MU,US
4203,205_left,23721_right,-0.80541565212789,3,Four Season - Mauritius al Anahita,Mauritius Gymkhana Club,Beau Champ,Vacoas,,Plaines Wilhems,MU,MU
4204,205_left,9858_right,-0.8101680700263771,4,Four Season - Mauritius al Anahita,Four Seasons Country Club,Beau Champ,Chesterfield,,Missouri,MU,US
4205,205_left,18546_right,-0.8287770211363331,5,Four Season - Mauritius al Anahita,Four Seasons Golf Course,Beau Champ,Pembine,,Wisconsin,MU,US
4299,206_left,11402_right,0.28647752769730245,1,Marine Park,Marine Park Golf Course,New York,Brooklyn,New York,New York,US,US
4300,207_left,12046_right,0.7783004943876787,1,Apawamis Club,The Apawamis Club,Rye,Rye,New York,New York,US,US
4301,207_left,12047_right,0.5298179660774933,2,Apawamis Club,The Apawamis Club - Alternate #2,Rye,Rye,New York,New York,US,US
4302,208_left,11578_right,1.0302981264489897,1,Bethpage State Park - Black Course,Bethpage State Park Golf Course - The Black,Bethpage,Farmingdale,New York,New York,US,US
4303,209_left,12246_right,1.657671242190335,1,Christman's Windham House,Christman's Windham House - Valley,Windham,Windham,New York,New York,US,US
4304,209_left,12245_right,1.6416182129511745,2,Christman's Windham House,Christman's Windham House - Mountain,Windham,Windham,New York,New York,US,US
4305,210_left,11521_right,0.19428347640697882,1,Douglaston,Douglaston Golf Club,New York,Douglaston,New York,New York,US,US
4306,211_left,10645_right,0.9052735856906221,1,Shadow Creek,Shadow Creek Golf Course,Las Vegas,North Las Vegas,Nevada,Nevada,US,US
4307,212_left,10628_right,0.8123773394072561,1,Wynn,The Wynn Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
4308,213_left,10630_right,1.2271564384443046,1,TPC Las Vegas,TPC Las Vegas,Las Vegas,Las Vegas,Nevada,Nevada,US,US
4309,213_left,10629_right,0.29771919706946437,2,TPC Las Vegas,TPC at Summerlin,Las Vegas,Las Vegas,Nevada,Nevada,US,US
4310,214_left,12247_right,0.9487678237559541,1,Windham,Windham Country Club,Windham,Windham,New York,New York,US,US
4311,214_left,12246_right,0.5890629785487905,2,Windham,Christman's Windham House - Valley,Windham,Windham,New York,New York,US,US
4312,214_left,12245_right,0.57300994930963,3,Windham,Christman's Windham House - Mountain,Windham,Windham,New York,New York,US,US
4313,215_left,2422_right,0.3389673870155698,1,Stanwich Country Club,Tamarack Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
4314,215_left,2417_right,0.3378086501402627,2,Stanwich Country Club,Fairview Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
4315,215_left,2418_right,0.31187027512747456,3,Stanwich Country Club,Greenwich Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
4316,215_left,2416_right,0.21672232907738528,4,Stanwich Country Club,Burning Tree Country Club,Greenwich,Greenwich,Connecticut,Connecticut,US,US
4317,216_left,2531_right,0.016106389140235836,1,The Griff,Rockrimmon Country Club,Stamford,Stamford,Connecticut,Connecticut,US,US
4318,216_left,2532_right,-0.056103201285632134,2,The Griff,Sterling Farms Golf Course,Stamford,Stamford,Connecticut,Connecticut,US,US
4319,216_left,2501_right,-0.2016379118026528,3,The Griff,The Sharon Country Club,Stamford,Sharon,Connecticut,Connecticut,US,US
4320,216_left,2423_right,-0.24448668291294362,4,The Griff,The Round Hill Club,Stamford,Greenwich,Connecticut,Connecticut,US,US
4321,216_left,2454_right,-0.250312146095275,5,The Griff,The Orchard's Golf Course,Stamford,Milford,Connecticut,Connecticut,US,US
4432,217_left,27609_right,0.38028868009071953,1,Jubilee Course,St Andrews Links - The Jubilee Course,St. Andrews,St Andrews,Scotland,Fife,UK,UK
4433,218_left,27607_right,0.1867357626792238,1,Castle Course,St Andrews Links - The Castle Course,St. Andrews,St Andrews,Scotland,Fife,UK,UK
4434,219_left,27611_right,0.15938199798402333,1,Old Course,St Andrews Links - The Old Course,St. Andrews,St Andrews,Scotland,Fife,UK,UK
4435,220_left,27566_right,-0.25482980293490554,1,Burnt Island,Burntisland Golf Club,Burntisland,Burntisland,Scotland,Fife,UK,UK
4436,220_left,4157_right,-0.5179395733197495,2,Burnt Island,Grand Island Club,Burntisland,Albany,Scotland,Georgia,UK,US
4437,220_left,4263_right,-0.5347684562682536,3,Burnt Island,Green Island Country Club,Burntisland,Columbus,Scotland,Georgia,UK,US
4438,220_left,3288_right,-0.5514040462486743,4,Burnt Island,Island Country Club,Burntisland,Marco Island,Scotland,Florida,UK,US
4439,220_left,1651_right,-0.5541370712041095,5,Burnt Island,River Island Country Club,Burntisland,Porterville,Scotland,California,UK,US
4547,221_left,23266_right,0.21869650385342665,1,Porto Elounda,Porto Elounda Golf Club,Crete,Elounda,,Crete,GR,GR
4548,222_left,23267_right,0.07083592064070139,1,Crete Golf Club,The Crete Golf Club,Crete,Hersonissos,,Crete,GR,GR
4549,222_left,23266_right,-0.6175374617290232,2,Crete Golf Club,Porto Elounda Golf Club,Crete,Elounda,,Crete,GR,GR
4550,223_left,12253_right,0.17375447195228327,1,Forest Park,Forest Park Golf Course,New York,Woodhaven,New York,New York,US,US
4551,224_left,12131_right,0.9635750893569022,1,Silver Lake,Silver Lake Golf Course,Staten Island,Staten Island,New York,New York,US,US
4552,225_left,14744_right,0.8873854337646743,1,Hideaway Hills,Hideaway Hills Golf Club,Kresgeville,Kresgeville,Pennsylvania,Pennsylvania,US,US
4553,226_left,10942_right,1.0579027556325622,1,Skyway,Skyway Golf Course,Jersey City,Jersey City,New Jersey,New Jersey,US,US
4554,227_left,11395_right,0.18237463245055321,1,Mosholu,Mosholu Golf Course,New York,Bronx,New York,New York,US,US
4555,228_left,10583_right,0.3907273340586809,1,Desert Willow,Desert Willow Golf Course,Hendersonville,Henderson,Nevada,Nevada,US,US
4556,229_left,10585_right,0.3869317695143279,1,Reflection Bay,Reflection Bay Golf Club,Hendersonville,Henderson,Nevada,Nevada,US,US
4557,230_left,17660_right,1.0460728613032335,1,Golden Horseshoe - Green Course,The Golden Horseshoe Golf Club - Green,Williamsburg,Williamsburg,Virginia,Virginia,US,US
4558,230_left,17422_right,-0.30091306000656076,2,Golden Horseshoe - Green Course,Greenway Creek Golf Course,Williamsburg,Glade Springs,Virginia,Virginia,US,US
4559,230_left,17599_right,-0.377936426116532,3,Golden Horseshoe - Green Course,Green's Folly Golf Course,Williamsburg,South Boston,Virginia,Virginia,US,US
4560,230_left,17436_right,-0.4145626657838665,4,Golden Horseshoe - Green Course,Woodlands Golf Course,Williamsburg,Hampton,Virginia,Virginia,US,US
4561,230_left,17288_right,-0.4252704451756088,5,Golden Horseshoe - Green Course,Pinecrest Golf Course,Williamsburg,Alexandria,Virginia,Virginia,US,US
4694,231_left,17660_right,0.6159764332376233,1,Golden Horseshoe - Spotsman,The Golden Horseshoe Golf Club - Green,Wiliamsburg,Williamsburg,Virginia,Virginia,US,US
4695,231_left,17659_right,0.6010498609120247,2,Golden Horseshoe - Spotsman,The Golden Horseshoe Golf Club - Gold,Wiliamsburg,Williamsburg,Virginia,Virginia,US,US
4696,231_left,17661_right,0.4485877531351077,3,Golden Horseshoe - Spotsman,The Golden Horseshoe Golf Club - Spotswood Executive,Wiliamsburg,Williamsburg,Virginia,Virginia,US,US
4697,232_left,17659_right,0.9645321145032655,1,Golden Horseshoe - Gold Course,The Golden Horseshoe Golf Club - Gold,Williamsbirg,Williamsburg,Virginia,Virginia,US,US
4698,232_left,17456_right,-0.4083811734501451,2,Golden Horseshoe - Gold Course,The Homestead - Old Course,Williamsbirg,Hot Springs,Virginia,Virginia,US,US
4699,232_left,17436_right,-0.4086523624526933,3,Golden Horseshoe - Gold Course,Woodlands Golf Course,Williamsbirg,Hampton,Virginia,Virginia,US,US
4700,232_left,17288_right,-0.41936014184443554,4,Golden Horseshoe - Gold Course,Pinecrest Golf Course,Williamsbirg,Alexandria,Virginia,Virginia,US,US
4701,232_left,17449_right,-0.455752487622957,5,Golden Horseshoe - Gold Course,Belmont Golf Course,Williamsbirg,Henrico,Virginia,Virginia,US,US
4833,233_left,17537_right,1.0596268001296378,1,Prince William,Prince William Golf Club,Nokesville,Nokesville,Virginia,Virginia,US,US
4834,234_left,23725_right,0.5901628023878605,1,Malta Golf Club,The Royal Malta Golf Club,Marsa,Marsa,,Malta,MT,MT
4835,235_left,14140_right,0.6765179887395742,1,Bandon Preserve,Bandon Dunes Golf Resort - Bandon Preserve,Bandon,Bandon,Oregon,Oregon,US,US
4836,236_left,14143_right,0.6124357276569484,1,Pacific Dunes,Bandon Dunes Golf Resort - Pacific Dunes,Bandon,Bandon,Oregon,Oregon,US,US
4837,237_left,14139_right,0.7362064354099193,1,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Dunes,Bandon,Bandon,Oregon,Oregon,US,US
4838,237_left,14141_right,0.6238436681839991,2,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Trails,Bandon,Bandon,Oregon,Oregon,US,US
4839,237_left,14140_right,0.6213736108333874,3,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Preserve,Bandon,Bandon,Oregon,Oregon,US,US
4840,237_left,14143_right,0.6002579956474012,4,Bandon Dunes,Bandon Dunes Golf Resort - Pacific Dunes,Bandon,Bandon,Oregon,Oregon,US,US
4841,237_left,14144_right,0.4985952643079677,5,Bandon Dunes,Bandon Dunes Golf Resort - Sheep Ranch,Bandon,Bandon,Oregon,Oregon,US,US
4843,238_left,14141_right,0.6710210175882558,1,Bandon Trails,Bandon Dunes Golf Resort - Bandon Trails,Bandon,Bandon,Oregon,Oregon,US,US
4844,239_left,14142_right,0.5281563369169799,1,Old Macdonald,Bandon Dunes Golf Resort - Old Macdonald,Bandon,Bandon,Oregon,Oregon,US,US
4845,240_left,14253_right,0.39451505596290715,1,Diamond Woods,Diamond Woods Golf Course,Eugene,Monroe,Oregon,Oregon,US,US
4846,241_left,5206_right,1.0485997701740208,1,Cog Hill Dubsdread,Cog Hill Golf & Country Club - Dubsdread,Lemont,Lemont,Illinois,Illinois,US,US
4847,242_left,5580_right,1.029445343957023,1,Seven Bridges,Seven Bridges Golf Club,Woodridge,Woodridge,Illinois,Illinois,US,US
4848,243_left,11401_right,0.9874799695142549,1,Dyker Beach,Dyker Beach Golf Course,Brooklyn,Brooklyn,New York,New York,US,US
4849,244_left,2567_right,0.7783669258653657,1,Rolling Hills,Rolling Hills Country Club,Wilton,Wilton,Connecticut,Connecticut,US,US
4850,245_left,17265_right,1.0172717150841235,1,Stratton Mountain Golf Course,Stratton Mountain Golf Club - Lake/Mountain,Stratton Mountain,Stratton Mountain,Vermont,Vermont,US,US
4851,245_left,17266_right,0.9966710445934006,2,Stratton Mountain Golf Course,Stratton Mountain Golf Club - Mountain/Forest,Stratton Mountain,Stratton Mountain,Vermont,Vermont,US,US
4852,245_left,17264_right,0.9237179955394889,3,Stratton Mountain Golf Course,Stratton Mountain Golf Club - Forest/Lake,Stratton Mountain,Stratton Mountain,Vermont,Vermont,US,US
4853,245_left,9435_right,-0.06535428045399935,4,Stratton Mountain Golf Course,Mountain Lake Golf Course,Stratton Mountain,Mountain Lake,Vermont,Minnesota,US,US
4854,245_left,10555_right,-0.14853905773019313,5,Stratton Mountain Golf Course,Mountain View Golf Course,Stratton Mountain,Battle Mountain,Vermont,Nevada,US,US
4997,246_left,14898_right,0.20468761177974873,1,FDR Golf Club,Bala Golf Club,Philadelphia,Philadelphia,Pennsylvania,Pennsylvania,US,US
4998,246_left,14903_right,0.19465327859094933,2,FDR Golf Club,Juniata Golf Club,Philadelphia,Philadelphia,Pennsylvania,Pennsylvania,US,US
4999,246_left,14907_right,0.11612596957955836,3,FDR Golf Club,Walnut Lane Golf Club,Philadelphia,Philadelphia,Pennsylvania,Pennsylvania,US,US
5000,246_left,14905_right,0.05354144016223983,4,FDR Golf Club,Philadelphia Quartet Golf Club,Philadelphia,Philadelphia,Pennsylvania,Pennsylvania,US,US
5001,246_left,14900_right,-0.04597448771037751,5,FDR Golf Club,Cobb's Creek Golf Club - Olde,Philadelphia,Philadelphia,Pennsylvania,Pennsylvania,US,US
5005,247_left,11997_right,-0.11143474519465561,1,Citi Field,Quogue Field Club,Queens,Quogue,New York,New York,US,US
5006,247_left,11301_right,-0.15546998399740622,2,Citi Field,Silo Ridge Field Club,Queens,Amenia,New York,New York,US,US
5007,247_left,10821_right,-0.2995452206967412,3,Citi Field,Forest Hill Field Club,Queens,Bloomfield,New York,New Jersey,US,US
5008,247_left,11300_right,-0.3028997432411585,4,Citi Field,South Fork Country Club,Queens,Amagansett,New York,New York,US,US
5009,247_left,11296_right,-0.31248606647962424,5,Citi Field,St. Bonaventure Golf Course,Queens,Allegany,New York,New York,US,US
5241,248_left,4897_right,-0.5448456961872729,1,Royal Blue at Baha Mar,Bel-Mar Country Club,New Providence,Belvidere,,Illinois,BS,US
5242,248_left,3417_right,-0.619883098012562,2,Royal Blue at Baha Mar,Royal Wood Golf & Country Club,New Providence,Naples,,Florida,BS,US
5243,248_left,3449_right,-0.6275470665781951,3,Royal Blue at Baha Mar,Sugar Mill Country Club - Blue/White,New Providence,New Smyrna Beach,,Florida,BS,US
5244,248_left,17556_right,-0.6279507109637985,4,Royal Blue at Baha Mar,The Tradition Golf Club at Royal New Kent,New Providence,Providence Forge,,Virginia,BS,US
5245,248_left,23152_right,-0.651831340718838,5,Royal Blue at Baha Mar,Royal Blue Golf Club,New Providence,Nassau,,Bahamas,BS,Caribbean
5468,249_left,3836_right,-0.037799592673429076,1,The Ocean Club,The Ocean Club,New Providence,Stuart,,Florida,BS,US
5469,249_left,8755_right,-0.15571573038685838,2,The Ocean Club,The Dunes Club,New Providence,New Buffalo,,Michigan,BS,US
5470,249_left,5941_right,-0.1979137041273669,3,The Ocean Club,The Links Golf Club,New Providence,New Palestine,,Indiana,BS,US
5471,249_left,1791_right,-0.2642257982442783,4,The Ocean Club,The Olympic Club - Ocean,New Providence,San Francisco,,California,BS,US
5472,249_left,3566_right,-0.31004879724390616,5,The Ocean Club,The Breakers - Ocean,New Providence,Palm Beach,,Florida,BS,US
5704,250_left,12684_right,0.8072611368315139,1,Pinehurst #2,Pinehurst Resort - #2,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
5705,251_left,12775_right,1.1650262734832633,1,Mid Pines Club,Mid Pines Inn & Golf Club,Southern Pines,Southern Pines,North Carolina,North Carolina,US,US
5706,251_left,12787_right,1.1650262734832633,2,Mid Pines Club,Mid Pines Inn & Golf Club,Southern Pines,Southern Pines,North Carolina,North Carolina,US,US
5707,251_left,12788_right,0.9496322037933811,3,Mid Pines Club,Mid South Club,Southern Pines,Southern Pines,North Carolina,North Carolina,US,US
5708,252_left,12686_right,0.81836829279936,1,Pinehurst #4,Pinehurst Resort - #4,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
5709,253_left,12690_right,0.8253967383098565,1,Pinehurst #8,Pinehurst Resort - #8,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
5710,254_left,12755_right,0.9663640740887328,1,Tobacco Road,Tobacco Road Golf Club,Sanford,Sanford,North Carolina,North Carolina,US,US
5711,255_left,11090_right,1.1984818749517898,1,River Vale Country Club,River Vale Country Club,River Vale,River Vale,New Jersey,New Jersey,US,US
5712,255_left,11089_right,0.5203289216832113,2,River Vale Country Club,Edgewood Country Club,River Vale,River Vale,New Jersey,New Jersey,US,US
5713,256_left,11374_right,0.5674314329640091,1,Sagamore Golf Club,The Sagamore Resort & Golf Club,Bolton,Bolton Landing,New York,New York,US,US
5714,257_left,11408_right,0.09324235441765377,1,South Shore Golf Club,South Park Golf Club,Staten Island,Buffalo,New York,New York,US,US
5715,257_left,11632_right,-0.07143795148418518,2,South Shore Golf Club,River Oaks Golf Club,Staten Island,Grand Island,New York,New York,US,US
5716,257_left,11856_right,-0.24201970668598236,3,South Shore Golf Club,Spring Lake Golf Club - Sandpiper,Staten Island,Middle Island,New York,New York,US,US
